Interval,Voltage at 10Khz S.R (AI1) (Exp 2),Voltage Values(AI2)
0.0,-0.14984359502555886,0.44159609369039443
0.2812466621398926,-0.06164644846265355,0.5453574425879301
0.5507247447967529,0.08636606393530175,0.4773022049286641
0.7882201671600342,0.046387426565957124,0.6323338673990997
1.0715923309326172,0.21850919356069276,0.6176852063782712
1.3240573406219482,0.05432211795223926,0.6817730983443961
1.563279151916504,0.24567025253681238,0.6082246128023193
1.8946118354797363,0.1544213015945678,0.48889906157015334
2.196211814880371,0.12085145342183566,0.6240939955748837
2.4490277767181396,0.16815442130159458,0.5947966735332265
2.7501533031463623,0.4507515068284123,0.7086289768825819
3.0047383308410645,0.22034027618829632,0.6063935301747158
3.2730278968811035,0.2178988326848249,0.7486076142519265
3.5256402492523193,0.40497444113832304,0.8364995803768979
3.853605270385742,0.4565499351491569,0.8773937590600442
4.185771942138672,0.3561455710688945,0.9240863660639353
4.407960653305054,0.47180895704585335,0.8609140154116122
4.644561529159546,0.383916990920882,0.9674219882505531
4.945516586303711,0.6320286869611658,1.0559243152513924
5.183695554733276,0.5835049973296712,0.9353780422674907
5.421669006347656,0.720531013962005,1.0925459678034637
5.6901092529296875,0.7745479514763104,1.1822690165560388
5.927242040634155,0.6799420157167926,0.9768825818265049
6.209479093551636,0.6869611657892729,1.0342565041580836
6.4625654220581055,0.8371099412527657,1.0562294956893263
6.747210741043091,0.8422980086976425,1.2762645914396886
7.064833879470825,0.9375143053330282,1.352559700923171
7.319410562515259,0.8520637827115282,1.1996643015182726
7.573693752288818,0.7785152971694514,1.2005798428320744
7.940172910690308,0.980544747081712,1.1480888075074387
8.225493669509888,0.8712901503013657,1.198138399328603
8.447469234466553,0.9915312428473335,1.2164492256046386
8.683748483657837,0.8209353780422675,1.5045395590142672
8.920546770095825,0.9308003356984818,1.3400473029678797
9.142690181732178,1.0543984130617228,1.4944686045624476
9.363765001296997,1.1590753032730603,1.5341420614938583
9.586244106292725,1.083085374227512,1.4068818188754102
9.838046073913574,1.1902037079423209,1.5149156939040207
