Interval,Voltage at 10Khz S.R (AI1) (Exp 2),Voltage Values(AI2)
0.0,-0.14984359502555886,0.44159609369039443
0.35961151123046875,-0.06164644846265355,0.5453574425879301
0.6458466053009033,0.08636606393530175,0.4773022049286641
0.9171104431152344,0.046387426565957124,0.6323338673990997
1.1554746627807617,0.21850919356069276,0.6176852063782712
1.4094560146331787,0.05432211795223926,0.6817730983443961
1.6758019924163818,0.24567025253681238,0.6082246128023193
1.9300751686096191,0.1544213015945678,0.48889906157015334
2.32700252532959,0.12085145342183566,0.6240939955748837
2.5812981128692627,0.16815442130159458,0.5947966735332265
2.8835387229919434,0.4507515068284123,0.7086289768825819
3.2186436653137207,0.22034027618829632,0.6063935301747158
3.51897931098938,0.2178988326848249,0.7486076142519265
3.790247917175293,0.40497444113832304,0.8364995803768979
4.109143495559692,0.4565499351491569,0.8773937590600442
4.347169637680054,0.3561455710688945,0.9240863660639353
4.613429307937622,0.47180895704585335,0.8609140154116122
4.851820945739746,0.383916990920882,0.9674219882505531
5.123093128204346,0.6320286869611658,1.0559243152513924
5.440986633300781,0.5835049973296712,0.9353780422674907
5.707483291625977,0.720531013962005,1.0925459678034637
5.960747241973877,0.7745479514763104,1.1822690165560388
6.2136030197143555,0.6799420157167926,0.9768825818265049
6.499931812286377,0.6869611657892729,1.0342565041580836
6.770437240600586,0.8371099412527657,1.0562294956893263
7.0576019287109375,0.8422980086976425,1.2762645914396886
7.34283709526062,0.9375143053330282,1.352559700923171
7.613114356994629,0.8520637827115282,1.1996643015182726
7.883391380310059,0.7785152971694514,1.2005798428320744
8.200543642044067,0.980544747081712,1.1480888075074387
8.532684564590454,0.8712901503013657,1.198138399328603
8.770020723342896,0.9915312428473335,1.2164492256046386
9.004394054412842,0.8209353780422675,1.5045395590142672
9.242785930633545,0.9308003356984818,1.3400473029678797
9.498108386993408,1.0543984130617228,1.4944686045624476
9.750747680664062,1.1590753032730603,1.5341420614938583
