Interval,Voltage at 10Khz S.R (AI1) (Exp 3),Voltage Values(AI2)
0.0,0.01892118715190356,0.3305104142824445
0.30260157585144043,0.12298771648737315,0.4782177462424659
0.5857176780700684,0.05462729839017319,0.43823910887312123
0.8687584400177002,0.20996414129854277,0.6103608758678569
1.1241018772125244,0.19562066071564813,0.44586861982146947
1.4590609073638916,0.2597085526817731,0.6372167544060425
1.7293381690979004,0.1867704280155642,0.545662623025864
2.0127062797546387,0.06744487678339818,0.5117875944151979
2.3298580646514893,0.2029449912260624,0.558785381857023
2.5831806659698486,0.17364766918440527,0.8413824673838407
2.83750319480896,0.2880903334096284,0.6106660563057908
3.122711658477783,0.18616006713969635,0.6079194323643854
3.4081709384918213,0.328374151216907,0.7946898603799496
3.6938014030456543,0.41687647821774626,0.8459601739528496
4.011449575424194,0.45807583733882656,0.7452506294346533
4.298659086227417,0.5050736247806515,0.8606088349736782
4.627552270889282,0.4422064545662623,0.7724116884107729
4.881871700286865,0.5490196078431373,1.0202182040131227
5.1501994132995605,0.6378271152819104,0.9710841535057603
5.437225103378296,0.5178912031738766,1.1074998092622264
5.705507755279541,0.6756694895857176,1.1615167467765317
5.960855722427368,0.7656977187762265,1.066300450141146
6.248086214065552,0.5606164644846265,1.0727092393377584
6.5034096240997314,0.6189059281300069,1.2225528343633174
6.790692090988159,0.6411841000991837,1.2274357213702602
7.061964988708496,0.86152437628748,1.322041657129778
7.332000732421875,0.9384298466468299,1.2359807736324102
7.6511476039886475,0.7864499885557336,1.1618219272144656
7.921427011489868,0.7876707103074693,1.3635461966887923
8.189527988433838,0.7357900358587015,1.253681239032578
8.410380601882935,0.7864499885557336,1.373311970702678
8.633748292922974,0.8053711757076372,1.202105745021744
8.873136043548584,1.0940718699931336,1.3116655222400244
9.111694097518921,0.92988479438468,1.4343480582894637
9.3660728931427,1.0852216372930494,1.5384145876249333
9.587550640106201,1.125810635538262,1.4615091172655832
9.841557741165161,0.9991607537956817,1.5683222705424582
