Interval,Voltage at 10Khz S.R (AI1) (Exp 4),Voltage Values(AI2)
0.0,-0.14984359502555886,0.44159609369039443
0.3467233180999756,-0.06164644846265355,0.5453574425879301
0.6294467449188232,0.08636606393530175,0.4773022049286641
0.882770299911499,0.046387426565957124,0.6323338673990997
1.138073205947876,0.21850919356069276,0.6176852063782712
1.3758387565612793,0.05432211795223926,0.6817730983443961
1.642693281173706,0.24567025253681238,0.6082246128023193
1.8940303325653076,0.1544213015945678,0.48889906157015334
2.1493380069732666,0.12085145342183566,0.6240939955748837
2.37074613571167,0.16815442130159458,0.5947966735332265
2.607760190963745,0.4507515068284123,0.7086289768825819
2.846095323562622,0.22034027618829632,0.6063935301747158
3.1462178230285645,0.2178988326848249,0.7486076142519265
3.401536703109741,0.40497444113832304,0.8364995803768979
3.6674156188964844,0.4565499351491569,0.8773937590600442
3.93723726272583,0.3561455710688945,0.9240863660639353
4.223416090011597,0.47180895704585335,0.8609140154116122
4.446204900741577,0.383916990920882,0.9674219882505531
4.685537576675415,0.6320286869611658,1.0559243152513924
4.955829858779907,0.5835049973296712,0.9353780422674907
5.208450078964233,0.720531013962005,1.0925459678034637
5.446812629699707,0.7745479514763104,1.1822690165560388
5.684863567352295,0.6799420157167926,0.9768825818265049
6.002001047134399,0.6869611657892729,1.0342565041580836
6.240371227264404,0.8371099412527657,1.0562294956893263
6.492695569992065,0.8422980086976425,1.2762645914396886
6.762832164764404,0.9375143053330282,1.352559700923171
7.034077167510986,0.8520637827115282,1.1996643015182726
7.286402225494385,0.7785152971694514,1.2005798428320744
7.571632146835327,0.980544747081712,1.1480888075074387
7.840914249420166,0.8712901503013657,1.198138399328603
8.095890760421753,0.9915312428473335,1.2164492256046386
8.366036176681519,0.8209353780422675,1.5045395590142672
8.616715431213379,0.9308003356984818,1.3400473029678797
8.902954816818237,1.0543984130617228,1.4944686045624476
9.156738519668579,1.1590753032730603,1.5341420614938583
9.378622055053711,1.083085374227512,1.4068818188754102
9.601026773452759,1.1902037079423209,1.5149156939040207
9.839519023895264,1.134050507362478,1.6876478217746242
