Interval,Voltage at 10Khz S.R (AI1) (Exp 4),Voltage Values(AI2)
0.0,-0.14984359502555886,0.44159609369039443
0.28426504135131836,-0.06164644846265355,0.5453574425879301
0.536590576171875,0.08636606393530175,0.4773022049286641
0.7749607563018799,0.046387426565957124,0.6323338673990997
1.0443370342254639,0.21850919356069276,0.6176852063782712
1.2837233543395996,0.05432211795223926,0.6817730983443961
1.5364370346069336,0.24567025253681238,0.6082246128023193
1.823075532913208,0.1544213015945678,0.48889906157015334
2.1422300338745117,0.12085145342183566,0.6240939955748837
2.413414478302002,0.16815442130159458,0.5947966735332265
2.6367909908294678,0.4507515068284123,0.7086289768825819
2.8758347034454346,0.22034027618829632,0.6063935301747158
3.1461429595947266,0.2178988326848249,0.7486076142519265
3.401552200317383,0.40497444113832304,0.8364995803768979
3.6545705795288086,0.4565499351491569,0.8773937590600442
3.925804376602173,0.3561455710688945,0.9240863660639353
4.1941142082214355,0.47180895704585335,0.8609140154116122
4.432486057281494,0.383916990920882,0.9674219882505531
4.6542229652404785,0.6320286869611658,1.0559243152513924
4.8931355476379395,0.5835049973296712,0.9353780422674907
5.179737567901611,0.720531013962005,1.0925459678034637
5.434062957763672,0.7745479514763104,1.1822690165560388
5.672425031661987,0.6799420157167926,0.9768825818265049
5.923753976821899,0.6869611657892729,1.0342565041580836
6.176225662231445,0.8371099412527657,1.0562294956893263
6.413590669631958,0.8422980086976425,1.2762645914396886
6.665314674377441,0.9375143053330282,1.352559700923171
6.902847528457642,0.8520637827115282,1.1996643015182726
7.157167196273804,0.7785152971694514,1.2005798428320744
7.410489797592163,0.980544747081712,1.1480888075074387
7.665800094604492,0.8712901503013657,1.198138399328603
7.9969213008880615,0.9915312428473335,1.2164492256046386
8.251241445541382,0.8209353780422675,1.5045395590142672
8.4885995388031,0.9308003356984818,1.3400473029678797
8.71200966835022,1.0543984130617228,1.4944686045624476
8.95141887664795,1.1590753032730603,1.5341420614938583
9.17395305633545,1.083085374227512,1.4068818188754102
9.397359371185303,1.1902037079423209,1.5149156939040207
9.635835886001587,1.134050507362478,1.6876478217746242
9.905090570449829,1.249713893339437,1.4642557412069885
