Interval,Voltage at 10Khz S.R (AI1) (Exp 3),Voltage Values(AI2)
0.0,-0.14984359502555886,0.44159609369039443
0.3047318458557129,-0.06164644846265355,0.5453574425879301
0.574012041091919,0.08636606393530175,0.4773022049286641
0.8273346424102783,0.046387426565957124,0.6323338673990997
1.0491862297058105,0.21850919356069276,0.6176852063782712
1.2869141101837158,0.05432211795223926,0.6817730983443961
1.555422306060791,0.24567025253681238,0.6082246128023193
1.8572375774383545,0.1544213015945678,0.48889906157015334
2.1105616092681885,0.12085145342183566,0.6240939955748837
2.397791862487793,0.16815442130159458,0.5947966735332265
2.63494610786438,0.4507515068284123,0.7086289768825819
2.8725743293762207,0.22034027618829632,0.6063935301747158
3.126896858215332,0.2178988326848249,0.7486076142519265
3.396277904510498,0.40497444113832304,0.8364995803768979
3.665590763092041,0.4565499351491569,0.8773937590600442
3.919912576675415,0.3561455710688945,0.9240863660639353
4.190188646316528,0.47180895704585335,0.8609140154116122
4.428516626358032,0.383916990920882,0.9674219882505531
4.680854320526123,0.6320286869611658,1.0559243152513924
4.934272289276123,0.5835049973296712,0.9353780422674907
5.236386775970459,0.720531013962005,1.0925459678034637
5.490429401397705,0.7745479514763104,1.1822690165560388
5.713726758956909,0.6799420157167926,0.9768825818265049
5.9520885944366455,0.6869611657892729,1.0342565041580836
6.204625606536865,0.8371099412527657,1.0562294956893263
6.473061561584473,0.8422980086976425,1.2762645914396886
6.727377414703369,0.9375143053330282,1.352559700923171
6.981677293777466,0.8520637827115282,1.1996643015182726
7.236000061035156,0.7785152971694514,1.2005798428320744
7.475329875946045,0.980544747081712,1.1480888075074387
7.72780966758728,0.8712901503013657,1.198138399328603
8.060347080230713,0.9915312428473335,1.2164492256046386
8.330599308013916,0.8209353780422675,1.5045395590142672
8.569104194641113,0.9308003356984818,1.3400473029678797
8.821352243423462,1.0543984130617228,1.4944686045624476
9.074677228927612,1.1590753032730603,1.5341420614938583
9.314095497131348,1.083085374227512,1.4068818188754102
9.55028772354126,1.1902037079423209,1.5149156939040207
9.789089918136597,1.134050507362478,1.6876478217746242
